('1', '11')
('48', '1274')
('48', '1352')
('48', '1736')
('677', '1739')
('38', '39')
('38', '41')
('38', '110')
('38', '903')
('38', '978')
('39', '41')
('39', '110')
('39', '903')
('39', '978')
('39', '1742')
('41', '110')
('41', '903')
('41', '978')
('41', '1742')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '248')
('38', '39')
('38', '41')
('38', '48')
('38', '150')
('38', '248')
('38', '379')
('38', '548')
('38', '570')
('38', '1214')
('39', '41')
('39', '48')
('39', '150')
('39', '248')
('39', '379')
('39', '548')
('39', '570')
('39', '1642')
('39', '1745')
('39', '1746')
('41', '48')
('41', '150')
('41', '248')
('41', '379')
('41', '548')
('41', '570')
('41', '1214')
('41', '1746')
('48', '150')
('48', '248')
('48', '379')
('48', '548')
('48', '570')
('48', '1746')
('39', '41')
('39', '48')
('39', '677')
('39', '1749')
('41', '48')
('41', '677')
('48', '677')
('48', '1749')
('48', '1750')
('15', '441')
('99', '101')
('101', '237')
('101', '310')
('101', '441')
('101', '1082')
('117', '441')
('117', '550')
('117', '976')
('117', '978')
('310', '976')
('310', '1082')
('310', '1767')
('441', '550')
('441', '805')
('550', '976')
('976', '978')
('1082', '1233')
('1456', '1762')
('1528', '1758')
('38', '39')
('38', '56')
('38', '123')
('38', '276')
('38', '587')
('38', '772')
('39', '56')
('39', '123')
('39', '276')
('39', '587')
('39', '772')
('39', '947')
('39', '1517')
('39', '1770')
('39', '1775')
('1770', '1775')
('39', '48')
('39', '220')
('39', '592')
('39', '677')
('39', '1015')
('39', '1779')
('39', '1783')
('48', '220')
('48', '592')
('48', '677')
('48', '1015')
('48', '1779')
('220', '677')
('592', '677')
('39', '48')
('39', '179')
('39', '475')
('39', '703')
('39', '727')
('39', '1631')
('39', '1699')
('39', '1770')
('39', '1775')
('39', '1789')
('48', '179')
('48', '475')
('48', '703')
('48', '727')
('48', '1631')
('48', '1775')
('48', '1789')
('703', '1789')
('1770', '1775')
('38', '39')
('38', '170')
('38', '1792')
('39', '170')
('39', '1791')
('39', '48')
('39', '155')
('39', '206')
('39', '535')
('48', '155')
('48', '535')
('155', '535')
('39', '48')
('39', '1796')
('48', '1796')
('38', '105')
('38', '371')
('39', '195')
('39', '255')
('39', '789')
('39', '1690')
('39', '1802')
('39', '1804')
('39', '1806')
('195', '255')
('255', '789')
('1528', '1758')
('39', '41')
('39', '48')
('39', '251')
('39', '958')
('39', '1808')
('39', '1809')
('39', '1811')
('41', '48')
('41', '251')
('41', '958')
('48', '251')
('48', '958')
('48', '1809')
('48', '1811')
('41', '48')
('41', '689')
('41', '1105')
('48', '361')
('48', '458')
('48', '689')
('48', '1105')
('48', '1814')
('48', '1815')
('39', '123')
('39', '397')
('39', '930')
('39', '1361')
('39', '1818')
('39', '1824')
('38', '48')
('38', '110')
('38', '201')
('48', '110')
('48', '201')
('38', '48')
('38', '371')
('38', '835')
('38', '878')
('48', '371')
('48', '414')
('48', '878')
('48', '1827')
('48', '1829')
('48', '896')
('48', '1831')
('48', '249')
('48', '1435')
('38', '39')
('38', '41')
('38', '48')
('38', '170')
('38', '266')
('38', '357')
('38', '438')
('38', '915')
('38', '1280')
('39', '41')
('39', '48')
('39', '170')
('39', '266')
('39', '357')
('39', '438')
('39', '915')
('39', '1280')
('41', '48')
('41', '170')
('41', '357')
('41', '438')
('41', '1280')
('48', '170')
('48', '357')
('48', '438')
('48', '915')
('170', '438')
('170', '915')
('170', '1280')
('39', '89')
('39', '201')
('39', '359')
('39', '572')
('39', '978')
('39', '1393')
('39', '1435')
('39', '1846')
('39', '1847')
('89', '201')
('89', '359')
('89', '572')
('89', '1435')
('32', '39')
('32', '41')
('32', '503')
('32', '1853')
('39', '41')
('39', '208')
('39', '503')
('39', '587')
('39', '1541')
('39', '1848')
('39', '1853')
('41', '208')
('41', '503')
('41', '587')
('41', '1411')
('41', '1853')
('39', '48')
('39', '91')
('39', '150')
('39', '237')
('39', '359')
('39', '549')
('39', '571')
('39', '616')
('39', '807')
('39', '831')
('39', '878')
('39', '885')
('39', '961')
('39', '1090')
('39', '1291')
('39', '1598')
('39', '1859')
('48', '91')
('48', '150')
('48', '237')
('48', '359')
('48', '549')
('48', '571')
('48', '616')
('48', '807')
('48', '831')
('48', '878')
('48', '885')
('48', '961')
('48', '1090')
('48', '1291')
('48', '1598')
('48', '1859')
('237', '878')
('237', '1858')
('359', '571')
('549', '961')
('571', '616')
('831', '1291')
('878', '885')
('39', '740')
('39', '1010')
('39', '48')
('39', '89')
('39', '824')
('39', '1864')
('39', '1865')
('39', '1867')
('48', '89')
('48', '824')
('48', '1865')
('32', '41')
('32', '48')
('32', '65')
('32', '475')
('32', '1344')
('41', '48')
('41', '65')
('41', '313')
('41', '338')
('41', '475')
('41', '661')
('41', '1336')
('41', '1872')
('48', '65')
('48', '66')
('48', '313')
('48', '338')
('48', '475')
('48', '661')
('48', '1336')
('48', '1344')
('48', '1872')
('65', '66')
('65', '338')
('39', '41')
('39', '65')
('39', '612')
('39', '808')
('39', '956')
('39', '1879')
('39', '1880')
('39', '1881')
('41', '65')
('41', '808')
('41', '956')
('41', '1881')
('65', '612')
('65', '956')
('612', '1878')
('38', '55')
('38', '979')
('39', '249')
('39', '1360')
('249', '1360')
('39', '48')
('39', '303')
('48', '303')
('38', '39')
('38', '41')
('38', '548')
('38', '1590')
('39', '41')
('39', '396')
('39', '548')
('39', '1590')
('39', '1872')
('41', '396')
('41', '548')
('41', '1590')
('41', '1872')
('39', '939')
('38', '39')
('38', '41')
('38', '45')
('38', '48')
('38', '89')
('38', '101')
('38', '170')
('38', '237')
('38', '384')
('38', '592')
('38', '809')
('38', '1239')
('38', '1327')
('38', '1436')
('38', '1552')
('39', '41')
('39', '45')
('39', '48')
('39', '89')
('39', '101')
('39', '170')
('39', '237')
('39', '384')
('39', '592')
('39', '809')
('39', '1000')
('39', '1239')
('39', '1327')
('39', '1436')
('39', '1552')
('41', '45')
('41', '48')
('41', '89')
('41', '101')
('41', '170')
('41', '237')
('41', '384')
('41', '592')
('41', '809')
('41', '1000')
('41', '1239')
('41', '1327')
('41', '1436')
('45', '48')
('45', '89')
('45', '101')
('48', '89')
('48', '101')
('48', '170')
('48', '237')
('48', '384')
('48', '592')
('48', '809')
('48', '1000')
('48', '1239')
('48', '1327')
('48', '1436')
('48', '1552')
('89', '101')
('89', '384')
('89', '592')
('89', '809')
('89', '1000')
('89', '1327')
('101', '170')
('101', '237')
('101', '809')
('101', '1327')
('170', '1327')
('237', '1327')
('809', '1327')
('1000', '1327')
('1327', '1552')
('32', '38')
('32', '39')
('32', '41')
('32', '809')
('38', '39')
('38', '41')
('38', '809')
('38', '885')
('38', '1727')
('39', '41')
('39', '809')
('39', '885')
('41', '809')
('41', '885')
('809', '885')
('32', '39')
('32', '48')
('32', '750')
('32', '1672')
('39', '48')
('39', '750')
('39', '1672')
('48', '750')
('48', '909')
('39', '48')
('39', '54')
('39', '78')
('39', '89')
('39', '101')
('39', '544')
('39', '586')
('39', '785')
('39', '1068')
('39', '1880')
('48', '54')
('48', '78')
('48', '89')
('48', '101')
('48', '544')
('48', '586')
('48', '785')
('48', '1068')
('78', '89')
('78', '101')
('78', '586')
('89', '101')
('89', '544')
('89', '785')
('101', '544')
('39', '96')
('39', '284')
('39', '1372')
('39', '1899')
('39', '1902')
('39', '1903')
('96', '284')
('96', '1899')
('284', '1899')
('39', '48')
('39', '1814')
('48', '1814')
('38', '39')
('38', '41')
('38', '48')
('38', '65')
('38', '89')
('38', '249')
('38', '359')
('38', '365')
('38', '571')
('38', '805')
('38', '1481')
('38', '1831')
('38', '1908')
('38', '1914')
('38', '1915')
('38', '1916')
('39', '41')
('39', '48')
('39', '65')
('39', '71')
('39', '89')
('39', '249')
('39', '359')
('39', '365')
('39', '489')
('39', '571')
('39', '741')
('39', '805')
('39', '1103')
('39', '1428')
('39', '1481')
('39', '1513')
('39', '1576')
('39', '1578')
('39', '1831')
('39', '1908')
('39', '1911')
('39', '1913')
('41', '48')
('41', '65')
('41', '89')
('41', '249')
('41', '365')
('41', '489')
('41', '571')
('41', '741')
('41', '805')
('41', '1481')
('41', '1513')
('41', '1576')
('41', '1578')
('48', '65')
('48', '71')
('48', '89')
('48', '249')
('48', '359')
('48', '365')
('48', '489')
('48', '571')
('48', '741')
('48', '805')
('48', '1481')
('48', '1513')
('48', '1578')
('48', '1831')
('48', '1908')
('65', '89')
('65', '1481')
('65', '1831')
('65', '1914')
('89', '359')
('89', '365')
('89', '1831')
('359', '365')
('359', '571')
('1831', '1914')
('1915', '1916')
('32', '39')
('32', '41')
('32', '48')
('32', '136')
('32', '340')
('32', '1135')
('32', '1481')
('39', '41')
('39', '48')
('39', '107')
('39', '136')
('39', '340')
('39', '436')
('39', '833')
('39', '1105')
('39', '1135')
('39', '1481')
('39', '1498')
('39', '1919')
('41', '48')
('41', '107')
('41', '340')
('41', '833')
('41', '1105')
('41', '1135')
('41', '1481')
('48', '107')
('48', '136')
('48', '340')
('48', '436')
('48', '447')
('48', '576')
('48', '833')
('48', '1105')
('48', '1135')
('48', '1481')
('48', '1498')
('107', '340')
('340', '1135')
('48', '1925')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '800')
('38', '941')
('39', '41')
('39', '48')
('39', '110')
('39', '800')
('39', '941')
('41', '48')
('41', '110')
('41', '800')
('41', '941')
('48', '110')
('48', '800')
('1', '48')
('48', '864')
('48', '1194')
('991', '1000')
('41', '269')
('41', '379')
('41', '1591')
('39', '48')
('39', '255')
('39', '310')
('39', '581')
('39', '639')
('39', '713')
('39', '1935')
('39', '1936')
('39', '1938')
('48', '255')
('48', '310')
('48', '581')
('48', '639')
('48', '713')
('48', '1936')
('48', '1938')
('255', '310')
('255', '1936')
('310', '581')
('39', '41')
('39', '48')
('41', '48')
('39', '48')
('39', '116')
('39', '989')
('48', '116')
('48', '439')
('38', '371')
('38', '950')
('38', '1714')
('38', '1792')
('39', '89')
('39', '703')
('39', '903')
('39', '968')
('39', '1233')
('39', '1435')
('89', '903')
('89', '968')
('89', '1233')
('89', '1435')
('968', '1233')
('39', '41')
('39', '1951')
('39', '48')
('39', '65')
('39', '78')
('39', '255')
('39', '574')
('39', '1953')
('39', '1956')
('48', '65')
('48', '78')
('48', '255')
('48', '574')
('48', '1953')
('48', '1956')
('65', '255')
('78', '255')
('32', '39')
('39', '1745')
('39', '1961')
('32', '39')
('32', '152')
('39', '152')
('38', '39')
('38', '48')
('38', '371')
('39', '48')
('39', '371')
('48', '371')
('48', '1964')
('39', '734')
('39', '48')
('39', '761')
('39', '1591')
('39', '1966')
('48', '761')
('48', '1591')
('48', '1966')
('32', '48')
('32', '62')
('32', '1135')
('48', '62')
('48', '1135')
('48', '1272')
('48', '1969')
('48', '1972')
('1135', '1969')
('32', '39')
('32', '41')
('32', '271')
('39', '41')
('39', '271')
('39', '1973')
('41', '271')
('37', '38')
('37', '41')
('37', '89')
('37', '341')
('38', '41')
('38', '89')
('38', '341')
('41', '89')
('41', '184')
('41', '341')
('1979', '1980')
('39', '107')
('39', '108')
('39', '340')
('39', '464')
('39', '570')
('39', '612')
('39', '856')
('39', '1980')
('107', '108')
('107', '340')
('107', '464')
('107', '570')
('612', '1980')
('1979', '1980')
('39', '48')
('39', '612')
('39', '1578')
('48', '612')
('48', '1578')
('39', '41')
('48', '78')
('48', '438')
('39', '499')
('38', '170')
('38', '1986')
('39', '48')
('39', '549')
('39', '993')
('39', '1488')
('48', '549')
('48', '993')
('39', '89')
('39', '979')
('39', '1140')
('39', '1547')
('39', '1990')
('39', '1991')
('89', '979')
('89', '1140')
('979', '1140')
('39', '488')
('39', '548')
('39', '1196')
('39', '1440')
('39', '1992')
('39', '1994')
('39', '1996')
('548', '1994')
('1196', '1996')
('32', '39')
('32', '48')
('32', '589')
('32', '604')
('39', '48')
('39', '334')
('39', '589')
('39', '604')
('39', '637')
('39', '1051')
('48', '334')
('48', '363')
('48', '589')
('48', '604')
('48', '637')
('48', '1051')
('48', '2002')
('589', '604')
('589', '1051')
('39', '48')
('48', '865')
('48', '1809')
('39', '41')
('39', '48')
('39', '259')
('39', '269')
('39', '564')
('39', '611')
('39', '1135')
('39', '1347')
('39', '1853')
('41', '48')
('41', '259')
('41', '269')
('41', '564')
('41', '611')
('41', '1135')
('41', '1347')
('41', '1710')
('41', '1853')
('41', '2011')
('48', '259')
('48', '269')
('48', '564')
('48', '1135')
('48', '1347')
('48', '1710')
('48', '1853')
('48', '1969')
('48', '2011')
('259', '269')
('259', '1135')
('1135', '1969')
('32', '205')
('32', '570')
('32', '968')
('39', '48')
('39', '184')
('39', '572')
('39', '1094')
('39', '1585')
('39', '2015')
('39', '2017')
('48', '572')
('48', '1094')
('48', '1585')
('48', '2015')
('48', '2017')
('38', '39')
('38', '110')
('39', '110')
('32', '37')
('32', '38')
('32', '39')
('32', '41')
('32', '89')
('37', '38')
('37', '39')
('37', '41')
('37', '89')
('38', '39')
('38', '41')
('38', '89')
('38', '903')
('39', '41')
('39', '89')
('39', '903')
('41', '89')
('41', '903')
('89', '903')
('36', '38')
('36', '450')
('36', '1249')
('38', '117')
('38', '450')
('38', '550')
('38', '1249')
('117', '550')
('117', '1249')
('550', '1249')
('38', '39')
('38', '170')
('38', '740')
('38', '866')
('39', '170')
('39', '740')
('39', '866')
('39', '898')
('39', '1176')
('39', '1185')
('39', '2024')
('170', '740')
('38', '117')
('38', '123')
('38', '170')
('38', '340')
('38', '550')
('38', '976')
('38', '1309')
('38', '2026')
('38', '2029')
('38', '2032')
('38', '2034')
('117', '170')
('117', '340')
('117', '550')
('117', '976')
('123', '2030')
('170', '976')
('340', '976')
('550', '976')
('32', '41')
('32', '178')
('32', '441')
('32', '511')
('41', '178')
('41', '441')
('41', '511')
('178', '511')
('37', '38')
('37', '39')
('37', '1696')
('38', '39')
('38', '766')
('38', '1438')
('38', '1588')
('38', '1696')
('39', '766')
('39', '1588')
('39', '1696')
('48', '136')
('48', '441')
('48', '2043')
('18', '39')
('39', '947')
('38', '39')
('38', '170')
('39', '170')
('36', '38')
('36', '39')
('36', '48')
('36', '976')
('36', '1327')
('38', '39')
('38', '48')
('38', '976')
('38', '1327')
('38', '1779')
('38', '2049')
('39', '48')
('39', '976')
('39', '1327')
('39', '1779')
('39', '2049')
('39', '2050')
('48', '976')
('48', '1327')
('48', '1779')
('48', '2049')
('48', '2050')
('976', '1327')
('1779', '2049')
('38', '39')
('38', '41')
('38', '48')
('38', '475')
('38', '1590')
('39', '41')
('39', '48')
('39', '475')
('39', '1590')
('41', '48')
('41', '475')
('41', '1590')
('48', '475')
('39', '1556')
('39', '249')
('39', '278')
('249', '278')
('39', '413')
('39', '889')
('39', '979')
('39', '1198')
('39', '1867')
('39', '2064')
('39', '2065')
('1198', '1867')
('1198', '2065')
('9', '39')
('9', '310')
('31', '39')
('39', '208')
('39', '302')
('39', '310')
('39', '664')
('39', '950')
('39', '1198')
('39', '1913')
('39', '2067')
('208', '1198')
('310', '1198')
('39', '48')
('38', '41')
('38', '286')
('38', '1425')
('41', '286')
('41', '1425')
('39', '41')
('39', '48')
('39', '1990')
('41', '48')
('94', '1233')
('94', '1569')
('164', '166')
('164', '208')
('164', '2084')
('166', '208')
('166', '2084')
('208', '1198')
('208', '2080')
('208', '2084')
('365', '1065')
('570', '1198')
('623', '2079')
('683', '684')
('683', '692')
('684', '692')
('851', '1233')
('851', '2074')
('1198', '1233')
('1233', '2074')
('2069', '2082')
('32', '39')
('39', '1435')
('39', '1530')
('41', '1600')
('9', '39')
('9', '41')
('9', '48')
('39', '41')
('39', '48')
('39', '249')
('39', '273')
('39', '297')
('39', '1349')
('39', '1532')
('39', '1827')
('39', '2064')
('39', '2091')
('39', '2094')
('39', '2096')
('41', '48')
('41', '249')
('41', '273')
('41', '297')
('41', '1349')
('41', '1827')
('48', '249')
('48', '273')
('48', '297')
('48', '641')
('48', '1349')
('48', '1532')
('48', '1827')
('48', '2096')
('39', '48')
('39', '504')
('39', '809')
('48', '504')
('48', '809')
('39', '41')
('39', '48')
('39', '65')
('39', '80')
('39', '464')
('39', '984')
('39', '2097')
('39', '2098')
('41', '48')
('41', '65')
('41', '80')
('41', '464')
('48', '65')
('48', '80')
('48', '464')
('48', '984')
('65', '80')
('65', '464')
('65', '984')
('80', '2100')
('39', '41')
('39', '48')
('39', '352')
('39', '547')
('39', '676')
('39', '952')
('39', '1859')
('41', '48')
('41', '352')
('41', '547')
('41', '676')
('41', '952')
('41', '1859')
('48', '352')
('48', '547')
('48', '676')
('48', '952')
('48', '1859')
('352', '1859')
('676', '952')
('39', '41')
('39', '95')
('39', '96')
('39', '341')
('39', '384')
('39', '960')
('39', '1091')
('39', '1899')
('41', '95')
('41', '341')
('41', '384')
('41', '960')
('41', '1899')
('95', '96')
('96', '1899')
('11', '48')
('31', '48')
('31', '117')
('31', '976')
('48', '117')
('48', '640')
('48', '976')
('48', '1637')
('48', '2106')
('117', '976')
('976', '2106')
('32', '48')
('32', '636')
('32', '749')
('48', '636')
('48', '749')
('48', '1320')
('48', '1350')
('39', '48')
('39', '475')
('39', '1345')
('48', '475')
('48', '1345')
('39', '41')
('39', '740')
('39', '1791')
('39', '1829')
('41', '740')
('41', '1829')
('32', '980')
('38', '39')
('38', '95')
('38', '170')
('39', '95')
('39', '170')
('95', '170')
('22', '2116')
('22', '2119')
('2116', '2119')
('19', '48')
('19', '349')
('43', '48')
('43', '550')
('48', '349')
('48', '550')
('48', '615')
('48', '813')
('48', '861')
('48', '959')
('48', '976')
('48', '1274')
('48', '1494')
('48', '1750')
('48', '1815')
('48', '2002')
('48', '2128')
('48', '2129')
('48', '2147')
('550', '976')
('976', '1274')
('41', '48')
('41', '147')
('41', '150')
('41', '185')
('41', '313')
('41', '543')
('41', '739')
('41', '763')
('41', '851')
('41', '904')
('41', '926')
('41', '1082')
('41', '1233')
('41', '1393')
('41', '2011')
('41', '2151')
('41', '2156')
('41', '2160')
('48', '147')
('48', '150')
('48', '200')
('48', '313')
('48', '439')
('48', '451')
('48', '543')
('48', '739')
('48', '763')
('48', '817')
('48', '851')
('48', '904')
('48', '926')
('48', '1082')
('48', '1159')
('48', '1233')
('48', '1393')
('48', '1399')
('48', '2011')
('48', '2154')
('48', '2160')
('150', '817')
('200', '2154')
('311', '313')
('451', '763')
('543', '739')
('851', '1233')
('851', '2074')
('1082', '1233')
('1233', '2074')
('1233', '2156')
('39', '269')
('39', '1361')
('39', '1742')
('39', '2164')
('38', '39')
('38', '41')
('38', '48')
('38', '286')
('39', '41')
('39', '48')
('39', '286')
('41', '48')
('41', '286')
('48', '286')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '123')
('38', '237')
('39', '41')
('39', '48')
('39', '110')
('39', '123')
('39', '237')
('41', '48')
('41', '110')
('41', '123')
('41', '237')
('48', '110')
('48', '123')
('48', '237')
('48', '2165')
('110', '237')
('123', '237')
('123', '478')
('237', '478')
('38', '39')
('38', '956')
('38', '1529')
('38', '2166')
('39', '185')
('39', '956')
('39', '1415')
('39', '1529')
('39', '2166')
('39', '48')
('39', '246')
('48', '246')
('39', '41')
('39', '749')
('39', '1578')
('39', '1598')
('39', '2170')
('41', '749')
('41', '1578')
('41', '1598')
('38', '68')
('38', '281')
('38', '535')
('23', '39')
('23', '101')
('23', '682')
('39', '78')
('39', '101')
('39', '682')
('39', '1184')
('78', '101')
('156', '264')
('32', '39')
('32', '60')
('32', '604')
('39', '60')
('39', '604')
('39', '916')
('916', '2182')
('39', '48')
('39', '200')
('39', '237')
('39', '256')
('39', '673')
('39', '783')
('39', '1953')
('39', '2154')
('39', '2186')
('39', '2187')
('39', '2191')
('48', '200')
('48', '237')
('48', '256')
('48', '673')
('48', '783')
('48', '1953')
('48', '2154')
('48', '2186')
('48', '2187')
('48', '2191')
('200', '2154')
('237', '256')
('38', '47')
('38', '48')
('38', '381')
('38', '1349')
('38', '1713')
('47', '48')
('48', '381')
('48', '1349')
('48', '1713')
('39', '740')
('39', '1659')
('48', '772')
('39', '475')
('39', '522')
('41', '48')
('41', '65')
('41', '95')
('41', '1011')
('41', '1668')
('48', '65')
('48', '95')
('48', '1011')
('48', '1668')
('65', '95')
('32', '39')
('32', '41')
('32', '48')
('32', '101')
('39', '41')
('39', '48')
('39', '101')
('41', '48')
('41', '101')
('41', '127')
('48', '101')
('48', '2043')
('36', '38')
('36', '41')
('38', '41')
('41', '2199')
('39', '89')
('39', '522')
('39', '750')
('39', '1951')
('522', '2200')
('38', '39')
('38', '41')
('38', '48')
('38', '390')
('38', '824')
('38', '855')
('39', '41')
('39', '48')
('39', '390')
('39', '824')
('39', '855')
('41', '48')
('41', '390')
('41', '824')
('41', '855')
('48', '390')
('48', '824')
('48', '855')
('48', '2205')
('39', '246')
('39', '499')
('39', '2208')
('38', '39')
('38', '504')
('38', '993')
('39', '504')
('39', '993')
('39', '1435')
('39', '2098')
('39', '41')
('39', '48')
('39', '89')
('39', '310')
('41', '48')
('41', '89')
('41', '310')
('48', '89')
('48', '310')
('37', '38')
('37', '39')
('37', '41')
('37', '48')
('37', '255')
('37', '1696')
('38', '39')
('38', '41')
('38', '48')
('38', '255')
('38', '449')
('38', '591')
('38', '1696')
('39', '41')
('39', '48')
('39', '255')
('39', '449')
('39', '591')
('39', '1072')
('39', '1696')
('41', '48')
('41', '255')
('41', '1696')
('48', '255')
('48', '449')
('48', '591')
('38', '170')
('38', '232')
('38', '1469')
('170', '1469')
('39', '341')
('36', '38')
('36', '39')
('36', '40')
('36', '41')
('36', '42')
('36', '44')
('36', '45')
('36', '340')
('38', '39')
('38', '40')
('38', '41')
('38', '42')
('38', '44')
('38', '45')
('38', '76')
('38', '104')
('38', '249')
('38', '340')
('38', '346')
('38', '2215')
('39', '40')
('39', '41')
('39', '42')
('39', '44')
('39', '45')
('39', '76')
('39', '104')
('39', '249')
('39', '340')
('39', '346')
('39', '1804')
('39', '2214')
('39', '2217')
('40', '41')
('40', '42')
('40', '44')
('40', '45')
('41', '42')
('41', '44')
('41', '45')
('41', '76')
('41', '104')
('41', '249')
('41', '340')
('41', '346')
('41', '2214')
('42', '44')
('42', '45')
('44', '45')
('340', '346')
('32', '38')
('32', '41')
('32', '48')
('32', '152')
('32', '259')
('32', '271')
('32', '664')
('32', '749')
('32', '855')
('32', '2230')
('32', '2231')
('38', '41')
('38', '48')
('38', '259')
('38', '271')
('38', '371')
('38', '664')
('38', '855')
('38', '956')
('38', '2225')
('41', '48')
('41', '88')
('41', '152')
('41', '259')
('41', '271')
('41', '371')
('41', '664')
('41', '749')
('41', '855')
('41', '956')
('41', '2230')
('41', '2231')
('41', '2238')
('48', '152')
('48', '259')
('48', '271')
('48', '371')
('48', '664')
('48', '749')
('48', '855')
('48', '956')
('48', '2225')
('48', '2238')
('271', '855')
('271', '2225')
('664', '855')
('2230', '2231')
('39', '189')
('39', '549')
('39', '675')
('39', '899')
('39', '978')
('39', '1472')
('39', '2250')
('39', '2254')
('39', '2258')
('39', '2259')
('675', '2254')
('38', '39')
('38', '41')
('38', '48')
('38', '1188')
('38', '1424')
('38', '2263')
('39', '41')
('39', '48')
('39', '1188')
('39', '1424')
('39', '1936')
('39', '2263')
('39', '2265')
('41', '48')
('41', '1188')
('41', '1424')
('41', '1936')
('41', '2263')
('48', '1188')
('48', '1424')
('48', '1936')
('48', '2262')
('48', '2263')
('48', '2265')
('38', '39')
('38', '48')
('38', '110')
('38', '1327')
('38', '1552')
('38', '1659')
('39', '48')
('39', '110')
('39', '1327')
('39', '1552')
('39', '1659')
('39', '2269')
('48', '110')
('48', '1327')
('48', '1552')
('48', '1659')
('110', '1327')
('1327', '1552')
('39', '522')
('39', '1242')
('32', '39')
('32', '48')
('32', '282')
('39', '48')
('39', '264')
('39', '282')
('48', '264')
('48', '282')
('39', '48')
('38', '39')
('38', '48')
('38', '68')
('38', '170')
('38', '178')
('38', '310')
('38', '643')
('38', '723')
('38', '1327')
('39', '48')
('39', '68')
('39', '170')
('39', '178')
('39', '310')
('39', '643')
('39', '723')
('39', '1327')
('39', '1683')
('48', '68')
('48', '170')
('48', '178')
('48', '310')
('48', '643')
('48', '723')
('48', '1327')
('48', '1683')
('170', '178')
('170', '643')
('170', '723')
('170', '1327')
('310', '1327')
('643', '1327')
('39', '479')
('39', '570')
('39', '606')
('39', '720')
('39', '1393')
('39', '2284')
('570', '1393')
('39', '845')
('39', '2286')
('38', '41')
('38', '48')
('38', '248')
('38', '790')
('38', '1591')
('41', '48')
('41', '248')
('41', '488')
('41', '790')
('41', '1591')
('48', '248')
('48', '488')
('48', '790')
('48', '1591')
('38', '104')
('38', '110')
('38', '237')
('38', '570')
('38', '1709')
('110', '237')
('110', '1709')
('719', '1473')
('32', '39')
('32', '41')
('32', '475')
('39', '41')
('39', '475')
('39', '627')
('39', '1484')
('39', '2290')
('41', '475')
('41', '1484')
('41', '2290')
('32', '39')
('32', '349')
('39', '349')
('39', '1103')
('39', '1207')
('39', '1456')
('1456', '1762')
('39', '156')
('39', '384')
('39', '711')
('39', '1508')
('39', '1911')
('38', '41')
('38', '56')
('38', '110')
('41', '56')
('41', '110')
('38', '110')
('38', '2310')
('38', '48')
('38', '170')
('38', '350')
('48', '170')
('48', '350')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '1327')
('39', '41')
('39', '48')
('39', '110')
('39', '1327')
('41', '48')
('41', '110')
('41', '1327')
('48', '110')
('48', '1327')
('110', '1327')
('39', '48')
('39', '312')
('39', '795')
('39', '796')
('39', '1818')
('48', '312')
('48', '795')
('48', '796')
('312', '795')
('312', '796')
('795', '796')
('39', '71')
('39', '604')
('39', '113')
('39', '408')
('39', '413')
('39', '654')
('39', '944')
('408', '413')
('38', '39')
('38', '65')
('38', '72')
('38', '80')
('38', '95')
('38', '150')
('38', '170')
('38', '586')
('38', '723')
('38', '1124')
('38', '1342')
('39', '65')
('39', '72')
('39', '80')
('39', '95')
('39', '150')
('39', '170')
('39', '586')
('39', '723')
('39', '970')
('39', '1124')
('39', '1342')
('39', '2325')
('39', '2327')
('65', '80')
('65', '95')
('65', '170')
('65', '1342')
('72', '1124')
('95', '170')
('150', '1124')
('170', '723')
('170', '1342')
('37', '38')
('38', '2329')
('39', '1121')
('39', '1146')
('39', '1232')
('39', '1956')
('36', '38')
('36', '39')
('36', '41')
('36', '721')
('36', '952')
('36', '976')
('36', '1249')
('38', '39')
('38', '41')
('38', '721')
('38', '952')
('38', '976')
('38', '1249')
('38', '1436')
('38', '2331')
('39', '41')
('39', '721')
('39', '952')
('39', '976')
('39', '1249')
('39', '1436')
('41', '721')
('41', '952')
('41', '976')
('41', '1436')
('976', '1249')
('976', '2106')
('32', '38')
('32', '286')
('32', '803')
('38', '156')
('38', '266')
('38', '286')
('38', '803')
('38', '110')
('38', '48')
('38', '170')
('38', '463')
('38', '979')
('38', '1161')
('38', '1393')
('38', '1438')
('48', '170')
('48', '212')
('48', '463')
('48', '546')
('48', '703')
('48', '979')
('48', '1161')
('48', '1393')
('48', '1611')
('48', '2259')
('170', '979')
('48', '434')
('48', '1327')
('434', '1327')
('39', '41')
('39', '48')
('39', '533')
('39', '681')
('39', '1425')
('39', '2015')
('39', '2344')
('41', '48')
('41', '533')
('41', '681')
('41', '1425')
('41', '2344')
('48', '526')
('48', '533')
('48', '681')
('48', '1425')
('48', '2015')
('48', '2344')
('11', '39')
('11', '48')
('39', '48')
('39', '60')
('39', '310')
('39', '330')
('39', '967')
('39', '1081')
('39', '2350')
('48', '60')
('48', '310')
('48', '967')
('48', '1060')
('48', '1081')
('48', '1137')
('48', '2350')
('310', '2350')
('967', '1060')
('38', '170')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '255')
('36', '310')
